SMILES,hh_strange,qed,sa
CC(CC(C)C)=NNc1nc(-c2ccc(Cl)cc2Cl)cs1,0.0,0.53831524,2.457954
CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(Cl)cc(OC)c(C)c1Cl,0.01,0.30721712,3.0030687
CCN1C(=O)C2C(c3ccccc3F)NC(Cc3ccc(O)cc3)(C(=O)OC)C2C1=O,0.01,0.5606011,3.6469533
Oc1cc(Br)cc2cc(Br)cnc12,0.0,0.80820876,2.4631205
COc1ccc(Nc2ccnc(Nc3ccc(OC)cc3)n2)cc1,0.01,0.71525127,1.8508904
c1ccc(OCC23COCC2CN(c2ncccn2)C3)nc1,0.03,0.85020494,3.7200382
OC1C2COC1C(O)C(NCCc1ccccc1)C2,0.01,0.73235255,4.4108443
Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCSCC4)cc2)CCO3)cc1,0.01,0.3630014,2.9717033
COc1ccc(-c2nc(C[S+]([O-])CC(=O)N3CCN(C)CC3)c(C)o2)cc1,0.01,0.6971232,3.3306851
c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,0.0,0.52994114,1.9049664
CC(C)C(=O)N1CC2(CCN(CC(C)(C)C)CC2)C1,0.02,0.76684815,3.007248
Cn1c(=O)[nH]c(=O)c2c1nc(CN1CCN(c3ccc(F)cc3)CC1)n2CCc1ccccc1,0.02,0.47503668,2.367318
Cc1cc(C)cc(Oc2cc(Nc3ccc(C#N)cc3)[nH]c(=O)c2Cl)c1,0.0,0.6775038,2.5966659
COc1cc(C=Cc2ccnc3ccccc23)ccc1N(C)C,0.0,0.71035963,2.1909642
O=C(Nc1ccc2nc(SCc3ccccc3)sc2c1)c1cccc(F)c1,0.0,0.42345637,1.9416502
Fc1cnc(N2CCOC3C(OCC4CCOCC4)CCC32)nc1,0.05,0.8349606,3.949713
CCOC(=O)c1cccc(S(N)(=O)=O)c1,0.0,0.7649426,1.6412324
C=CCc1ccccc1OCCOc1ccc([N+](=O)[O-])cc1C=NNC(N)=O,0.0,0.21388018,2.4390688
CC(C)c1cccc(NCc2cncn2Cc2ccccc2)c1,0.0,0.71712893,2.0337918
OCc1ccc2nc3c(O)cccc3cc2c1,0.0,0.6257183,2.0590866
O=C(c1ccc(CN(Cc2ccc(F)cc2)S(=O)(=O)c2cc(Cl)cc(Cl)c2O)cc1)N(Cc1ccc(F)cc1)Cc1cc(Cl)cc(Cl)c1,0.0,0.14601578,2.7708416
Nc1nc(Cl)cc(Nc2ccc(Cl)c(Cl)c2)n1,0.0,0.82623035,2.1561267
Cc1noc(C)c1CN1CCC2(CC1)C(c1ccccc1)CC(=O)N2C,0.08,0.84970164,3.5978801
Cn1cncc1C(OCc1cc(C#N)ncc1-c1cccc(Cl)c1)c1ccc(C#N)cc1,0.02,0.41245395,3.3216286
CC(C)(C)c1cc(C(=O)N2CCc3ccccc3C2)ccc1O,0.0,0.86797684,2.0476131
CC1C=CC=C1C(=O)N1CCN(C(=O)NC2CCN(c3ccc(CCn4ccnn4)cc3)CC2)CC1,0.04,0.6738427,3.3833463
CC(C)CN1CC(C(=O)N(C)CCc2cn[nH]c2)CC1=O,0.02,0.84723794,3.1231408
CCN(CC)C(=O)Cc1c(-c2ccc(OCCCF)cc2)nn2c(C)cc(C)nc12,0.01,0.49528542,2.6523361
O=C(O)CNNc1cc(C=Cc2ccc(F)cc2)cc(NNCC(=O)O)c1,0.0,0.2757558,2.8066578
Fc1ccc(-c2noc(C3CCN(c4cnc5c(C(F)(F)F)cccc5c4)CC3)n2)c(Cl)c1,0.02,0.31667638,2.6561127
CC(C)(C)c1cc(CCNCc2cccc(NC(=N)c3cccs3)c2)cc(C(C)(C)C)c1O,0.05,0.1765294,2.7651684
Cc1cccc(C)c1NC(=O)C1CCCN1,0.0,0.79676753,2.4060116
Cc1cccn2c(=O)c(C=O)c(N3CC(C)OC(C)C3)nc12,0.0,0.78520995,3.3131804
COc1ccc(Cl)cc1S(=O)(=O)N1CCSc2ccc(C(=O)Nc3ccc(CC(=O)O)cc3)cc21,0.0,0.45936498,2.4347029
Cc1ccc(N)c(C)c1OC(C)C1=NCCN1,0.01,0.7804488,3.3592489
C=CCn1c(SCC(=O)Nc2cc(OC)c(NC(=O)c3ccco3)cc2OC)nnc1-c1ccncc1,0.0,0.22122319,2.572132
CCN1c2ncccc2-c2nc(C)cn2-c2cccnc21,0.0,0.6854042,2.7024868
CC(C)c1nc(C2CCCN2CCc2ccncc2)no1,0.02,0.8454809,2.9824998
Cc1noc(-c2cc3cc(-c4nc(C(=O)NC5CC5)[nH]c4C)ccc3[nH]2)n1,0.0,0.51621354,2.8367333
COCOC(C)C1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)=CSC12,0.0,0.21661513,3.8366559
Cc1ccc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc2F)c(C)c1,0.0,0.86814487,1.9950011
CCOc1ccc2oc3cc(-c4nnn(CC)n4)ccc3c(=O)c2c1,0.01,0.5327629,2.3899934
O=C(O)Cn1c2ccc(F)cc2c2nc3n(c(=O)c21)CCS3,0.0,0.7273053,2.7547195
CC(C)C1CCC2C1(C)CC(=O)C1(C)CCC(C)(O)C3CC321,0.0,0.78784484,5.2943535
COCCNCC(O)COc1ccc(Cl)cc1,0.02,0.69162095,2.2814553
CCON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CNC(=O)c3cc(O)c(O)c([N+](=O)[O-])c3)CSC12)c1csc(N)n1,0.02,0.068131685,4.0226884
COc1cccc(C=Cc2nc3ccccc3c(=O)n2-c2ccc(C)c(C)c2)c1OC,0.0,0.4526512,2.2829494
CC(S)C(=O)NC(C(=O)O)C(C)C,0.0,0.5864731,3.0598164
O=C(Nc1nncs1)c1ccccc1O,0.0,0.8053021,2.0444384
Cc1ccc(S(=O)(=O)NC(=O)COc2ccccc2C(N)=O)cc1,0.0,0.8071266,1.8975034
COc1ccc(CC(SCc2ccccc2)C(=O)O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1,0.0,0.37825707,2.7593844
Cc1nc2ccc(S(=O)(=O)N(CC(=O)Nc3cccc(Cl)c3)Cc3ccccc3)cc2s1,0.0,0.39524055,2.1966453
Cc1ccc(Cc2nc3ccccc3nc2SCC(=O)N2CCN(c3ccc(F)cc3)CC2)cc1,0.0,0.35469607,2.3130438
Cc1ncc2c(c1CNC(=O)C1(c3ccc(F)cc3)CC1)CCNC2,0.04,0.899952,2.6476305
CCc1ccc2cc(F)cc(F)c2n1,0.0,0.6777878,2.1617718
Oc1c(OC2OCC(O)C(O)C2O)ccc2ccccc12,0.0,0.6378,3.375973
CCNc1nc2ccccc2n2c(C(F)(F)F)nnc12,0.0,0.78438425,2.451908
CC(C)N1CCN(Cc2cccs2)CC1CCO,0.02,0.88493526,2.884866
Cc1ccc(N(CC(=O)Nc2cccc(Cl)c2)S(=O)(=O)c2cccs2)cc1,0.0,0.635961,2.0759597
Cn1c2ccccc2c2c(NCCCNC(=O)Nc3ccccc3)nc3ccccc3c21,0.0,0.315741,2.25469
CC(=O)Nc1nc(-c2ccc(C(C)(C)C)cc2)nc2c1c(=O)oc1ccccc12,0.0,0.3993667,2.4025931
COc1ccccc1C=CC(=O)c1ccc(OCCn2cc(CN3C(=O)C=CC(C)(C)CC=C(C)CCC=C3C)nn2)cc1O,0.0,0.15098925,3.8594944
N=C(N)c1cccc(CC(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCN(CCO)CC2)c1,0.03,0.25204718,2.8567543
COc1cc2ncnc(Nc3nccc4ccccc34)c2cc1OC,0.0,0.6103323,2.129683
O=C1C(=O)c2cccc3c2C(=C1Cl)OC=C3c1ccccc1,0.0,0.75303185,2.8019211
CN1CCN(C(=O)c2cn(Cc3cncn3Cc3ccc4c(c3)OCO4)cc2-c2cccc3ccccc23)CC1,0.05,0.31621063,2.7950153
CCOC(=O)c1c(C)[nH]c(C(=O)CN(C)CC(=O)Nc2ccccc2Cl)c1C,0.0,0.5193942,2.2577107
COCCn1cnc2ccc(NC(=O)c3ccc(OC)cc3)cc2c1=O,0.0,0.73523724,1.9351228
Cc1ccc2c(c1)C(=O)C(C#N)C2=O,0.0,0.57546496,3.006774
COC(=O)C1CCN(C(c2ccccc2Cl)c2sc3nc(-c4ccco4)nn3c2O)CC1,0.01,0.4305034,3.1378388
Cc1ccc(NC(=O)C2CCN(C(=O)c3cnn(-c4ccccc4)c3-n3cccc3)CC2)cc1,0.0,0.4848997,2.3012972
O=C1C(=Cc2ccc(O)c(O)c2)SC(=S)N1c1ccccc1,0.0,0.5015309,2.1455846
COc1cccc2c1nc1n2CCC(O)=C1C(=O)Nc1ccccc1F,0.0,0.7556125,2.5449917
CCOC(=O)C1C(=O)C=C(Nc2ccccc2N)CC1C,0.0,0.50473595,3.2811062
Cc1ccc(Cl)cc1N1CCN(C(=O)C2CCCN(Cc3nc(-c4cccc(Cl)c4)oc3C)C2)CC1,0.0,0.41836652,2.8860571
COc1ccccc1C(=O)Nc1ccccc1,0.0,0.87501943,1.2417369
CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(C(Oc2cccc(C(F)(F)F)n2)c2ccc(C(F)(F)F)cc2)CC1,0.01,0.23932886,3.8057675
O=C(NC1CCNCC1)c1ccc(-c2cnc3ccc(NCc4ccc(Cl)c(Cl)c4)nn23)cc1,0.01,0.35821474,2.555097
C=C(C)C1Cc2oc(cc2C=O)C2OC2(C)CC2C=C(C(=O)O2)C(OC(C)=O)C1,0.02,0.33260107,6.384416
c1ccc(N2CCC(NCc3cccc4cn[nH]c34)C2)cc1,0.06,0.7768459,2.6746361
COc1ccc(-c2nc(CN3CCC4(CC3)OCCO4)co2)cc1,0.14,0.8589847,2.8717778
COc1cc2c(cc1OC)C(c1ccc(C(F)(F)F)cc1)CC(=O)N2,0.0,0.9017012,2.674753
CSc1nc(CCO)cc(NCc2ccc(Cl)cc2Cl)n1,0.0,0.61877525,2.4276772
Cc1ccc2nc3n(c(=O)c2c1)-c1cc2ccccc2cc1C(=O)NC3Cc1ccccc1,0.0,0.43354034,2.9043908
Cc1cc2oc(=O)cc(-c3ccccc3)c2c(C)c1-c1ccc(F)c(Cl)c1,0.0,0.37072182,2.2919416
Oc1cc(C(F)(F)F)nc(SCC=Cc2ccccc2)n1,0.0,0.6843314,2.5634377
Cc1ccc(S(=O)(=O)Oc2ccc(C=C(NC(=O)c3ccccc3)C(=O)O)cc2)cc1,0.0,0.43158877,2.134154
O=C(CCl)Nc1ccc(C(=O)C=Cc2cccc(Cl)c2)cc1,0.01,0.4999746,1.9284703
CC(N)C(=O)NC(C(=O)N(C)C(C)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O)C(C)C,0.0,0.185874,3.7275841
CNc1ccc(CN2C(=O)C(=Nn3cnnc3)c3cc(C)ccc32)cc1,0.01,0.7871663,2.6843064
O=C(NCCO)c1ccccc1,0.0,0.6810989,1.3409244
O=C(Nc1ccccc1)c1cccc(NC(=O)c2ccco2)c1,0.0,0.77015746,1.6127158
O=C(Cn1c(S)nc(-c2ccccc2)c1-c1ccccc1)c1ccc(F)cc1,0.0,0.3604343,2.2266023
CC(=O)NC(C)Cc1ccc(C#Cc2ccc(C(=O)O)cc2)cc1,0.0,0.8510845,2.5129826
COc1ccc(CCC(=O)c2c(O)cc(O)cc2OC2OC(CO)C(O)C(O)C2O)cc1,0.0,0.30372566,3.7110686
Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2ccc(O)c(-c3ccccc3)c2o1,0.03,0.36400783,2.9185655
CC(=O)C(C(=O)c1ccc(C)cc1)C1OC(C)(C)OC1C1COC(C)(C)O1,0.0,0.58101016,3.8974538
CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cccs2)C1,0.98,0.7463018,2.7028568
CN(C)S(=O)(=O)c1ccc(NC(=O)CSc2nnc(O)n2C2CC2)cc1,0.0,0.67626286,2.4131265
CCNC(=O)c1ccc(Oc2ccc(Cc3nnn[nH]3)cc2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,0.0,0.2816176,2.6242127
c1ccc(CSc2nnc(-c3ccccc3)s2)cc1,0.0,0.6597759,1.7719388
Fc1cccc2c1CN(NC1=NCCN1)C2,0.08,0.727964,3.033248
CCOC(=O)Cn1cccc1-c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,0.0,0.33194986,2.3892577
Cn1ncc([N+](=O)[O-])c1C(=O)Nc1cccc(Cl)c1,0.0,0.68935776,2.123599
CC(C)CC(NC(=O)N1CCOCC1)C(=O)NC(C=C1CCCN(Cc2ccccc2)S1(=O)=O)Cc1ccccc1,0.01,0.4445342,3.6667619
O=C(NCCC1CCCO1)c1ccccc1N1CCOCC1,0.0,0.9013961,2.4878888
CC(=O)OCC1CCN(CCF)CC1,0.09,0.6435692,2.2622592
CCOC(=O)C12C(=O)OCC=C1COC2c1cccs1,0.0,0.48351774,4.037044
Cn1cc(C(=O)Nc2ccc(Cl)cc2Cl)c(Oc2cccc(C(F)(F)F)c2)n1,0.0,0.5702757,2.3280778
CC(C)Nc1nc(-c2ccc3c(c2)OC(C)(C)C(=O)N3)cc2ncn(C)c(=O)c12,0.01,0.7100004,2.9187756
CC(C)C(O)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0.01,0.5252921,4.3760314
COC(=O)C1CN(C(=O)Cc2ccccc2)C(=O)N1,0.0,0.7960401,2.773334
Cn1c(C(=O)O)cc2cc(O)c(O)cc21,0.01,0.6150706,2.4020128
CC(C)(C)NCc1c(Nc2ccnc3ccc(Cl)cc23)cc(O)cc1-c1ccc(Cl)cc1,0.0,0.28434253,2.5647233
C(=Cc1nc(-c2ccccc2)nc2c1ncn2Cc1ccccc1)c1ccccc1,0.0,0.38714513,2.2541695
O=C(Cn1cnc2c(oc3ccccc32)c1=O)NCC1CCCO1,0.0,0.7833908,2.7567077
O=C(O)c1ccc(Oc2ccccc2C(F)(F)F)cc1NS(=O)(=O)c1ccc(Br)s1,0.0,0.42583138,2.4037805
COc1ccc(S(=O)(=O)c2c(Nc3cccc(C)c3C)sc(C(=O)c3ccccc3)c2N)cc1,0.0,0.31821084,2.3964076
Nc1nc2nc(C3CCCN(C(=O)c4cncs4)C3)ccc2s1,0.0,0.7717557,3.4094963
CCC(=O)N1CCC(n2cc(-c3noc(-c4ccc(Cl)cc4)n3)nn2)CC1,0.0,0.6833812,2.4973733
Nc1nc2c(cnn2CCN2CCC3(CC2)OCCO3)c2nn(Cc3cccc(Cl)c3)c(=O)n12,0.13,0.45093971,3.4627583
COc1cc(C)nc2ccc(NC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)cc12,0.0,0.5251418,2.2447743
CC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c1cccc(F)c1,0.03,0.7634688,2.0920215
CCOCC12COCC1CN(Cc1cccc(OC)c1)C2,0.04,0.80366224,3.444838
Cc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3ccccc3C)CC2)c(C)c1,0.0,0.87213355,1.9146048
CCc1ccc(CNCc2cccs2)cc1,0.0,0.82875854,1.7315681
CCC1(c2cccc(N=[N+]=[N-])c2)Oc2ccccc2-n2cccc2C1=O,0.04,0.36692077,3.4934766
N#Cc1cn2c(n1)COc1ccccc1-2,0.01,0.64461607,2.8010674
Cc1[nH]n(C)c(=O)c1C(=NC(=O)C(Cl)Cl)c1cccc(Cl)c1,0.0,0.6753695,3.1551375
COC(=O)COc1cccc2c(=O)n(CC(=O)NCCc3ccccc3)ccc12,0.0,0.5900622,2.0817788
CN1CCN(Cc2cc3ccccc3[nH]2)CC1,0.21,0.84961706,1.9816829
COc1ccc2cc(C(=O)N3CC4(CCN(C5CCNC5)C4)c4ccccc43)[nH]c2c1,0.04,0.6887579,3.9325604
COc1cc(OC)cc(-c2sc3ccc(OC)cc3c2-c2ccc3cc[nH]c3c2)c1,0.02,0.345513,2.4945621
CC1(C)CC(c2c[nH]c3ccccc23)=CC2=Nc3ccccc3C21O,0.03,0.65182203,3.4923465
CCCOc1ccc(F)cc1-c1cc(C(=O)Nc2ccc(OC)c(OC)c2)[nH]n1,0.0,0.59072304,2.184255
N=C(NN=Cc1ccccc1S(=O)(=O)O)C(=N)NN=Cc1ccccc1S(=O)(=O)O,0.0,0.158591,3.1616192
Cc1ccc2c(c1)CCN(C)c1cccc(Cl)c1O2,0.08,0.7038599,2.2787285
C=C(C)C1CCC2(C(=O)OCOCCOC)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,0.0,0.15930472,4.887691
Cc1ccccc1OCC(=O)NNC(=O)CCc1ccccc1,0.0,0.80325735,1.7028748
Cc1cccc(NC(=O)CC(C)(C)C)c1,0.0,0.78762066,1.6768239
CS(=O)(=O)N1CCc2c(c(-c3ccc(Br)cc3)nn2CC(O)CN2CCC(N3C(=O)COc4cccnc43)CC2)C1,0.13,0.41590324,3.5656662
COc1c(F)cc(-c2cc(OCC3CNC(=O)O3)c3cccnc3c2)cc1F,0.01,0.72456414,3.1023793
COc1cc2nncc(-c3cnc(N4CCC(C(C)(C)O)CC4)c(C)c3)c2cc1N(C)C,0.03,0.64762497,2.9630368
Cc1ccccc1NC(=O)CSc1nnc(NC(=O)c2ccco2)s1,0.0,0.5067775,2.0728128
O=CC(=NNc1ccccc1)C(=O)c1ccc(Cl)cc1,0.0,0.30184704,2.2163086
Oc1c2nc3ccccc3c-2ncn1CCN1CCOCC1,0.0,0.7950612,2.5417898
CCOc1ccc(C2N(c3cc(C)on3)C(=O)C3CCCN32)cc1OC,0.0,0.8195921,3.2803266
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,0.0,0.55208,1.8960574
Cc1nonc1NCn1nnc2ccccc21,0.0,0.7274362,2.6687567
C=CCOC(=O)Nc1ccc2c(c1)Oc1cc(NC(=O)OCC=C)ccc1C21OC(=O)c2ccccc21,0.0,0.25378808,3.3112552
COC(=O)C1C(C=O)=Cc2cc3c(cc2C1c1cc(OC)c(OC)c(OC)c1)OCO3,0.0,0.5145841,3.5183263
COc1ccc(NC(=O)N(C)CC2Oc3ccc(NC(=O)Nc4c(C)noc4C)cc3C(=O)N(C(C)CO)CC2C)cc1,0.02,0.300069,3.705255
O=C(Nc1nccs1)c1cc(-c2ccccc2)nc2ccccc12,0.0,0.59622663,1.8768978
O=CNC(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccccc1,0.01,0.13275309,3.364299
CN(C)CCOC1CCC2C1OCCN2C(=O)COc1ccccc1,0.0,0.74557424,3.4306343
Cc1ccc(C(=O)O)cc1-c1cccc2c1CCNC2,0.03,0.8790449,2.174656
N#Cc1c(Nc2ccccc2C(F)(F)F)nc(SCc2ccc(Cl)cc2)nc1-c1ccccc1,0.0,0.2184949,2.4303763
CCOc1cc(C2CC(=O)NC3=C2C(=O)CC(c2ccc(OC)cc2)C3)cc(Cl)c1O,0.0,0.7152505,3.2604678
O=C(CCNS(=O)(=O)c1cccc2nsnc12)N1CCN(c2ccnc(F)c2)CC1,0.01,0.5630879,2.6441221
Cc1ccc(-c2nnn(CC(=O)NC3CCN(Cc4ccccc4)CC3)n2)cc1,0.0,0.6996064,2.0976424
COC(=O)c1cnn(C)c1NC(=O)Nc1ccc(Cl)c(Cl)c1,0.0,0.8386316,2.1584356
O=C(O)c1cc(OCC(COS(=O)(=O)O)OS(=O)(=O)O)ccc1OCC(COS(=O)(=O)O)OS(=O)(=O)O,0.02,0.11907175,3.9577472
CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,0.0,0.81639564,1.9629627
O=C(Nc1ccccc1)Nc1cccn2c(=O)cc(N3CCOCC3)nc12,0.0,0.7427403,2.2564137
CCNc1ccccc1CN,0.0,0.686127,1.8078207
Cn1c(=O)c2sccc2n(Cc2ccc(Br)cc2)c1=O,0.0,0.7123934,2.1418135
CC1(C)CCC(C)(C)c2cc(C=Cc3ccc(N)cc3)ccc21,0.0,0.55142033,2.4026608
COc1ccc(-c2cc(C3CCNCC3)nc(C)n2)cc1,0.0,0.94056046,2.2077024
Cc1nn2cc(-c3ccc(OC(C)C)cc3)nc2s1,0.0,0.73225737,2.3118489
CCc1ccc(C=NNC(=S)NCCc2ccccc2)cc1,0.0,0.4881529,1.8930357
CN(C)C(=O)C1SCCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F,0.0,0.78942174,3.59895
CCCn1nc([N+](=O)[O-])c(C(C#N)c2nc3ccccc3o2)c(Cl)c1=O,0.0,0.49614885,3.502375
CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC12CC3CC(CC(C3)C1)C2,0.0,0.2207818,4.618808
COc1ccc(Nc2ccc3c(c2)C(=CNc2ccc(CN(C)C)cc2)C(=O)NC3=O)cc1,0.01,0.37539938,2.3823667
CC(C)c1ncc(S(=O)(=O)c2ccc(C(F)(F)F)cn2)c(N)n1,0.0,0.91627526,2.7296221
CON=Cc1c(N)ncnc1Oc1ccc2[nH]ccc2c1,0.0,0.5652091,2.798016
Cc1cc(C)c(NC(=O)c2ccc3nc(Nc4ccncn4)sc3c2)c(C)c1,0.0,0.5129271,2.3426945
COc1ccc(N(C(=O)C(C)CS)C(C)C(=O)O)cc1OC,0.0,0.749976,3.1730907
CCN(CC)CCCNC(=O)c1ccc(Cn2c(=O)[nH]c3cc(OC)c(OC)cc3c2=O)cc1,0.0,0.41824207,2.32597
Cc1c(C#N)cc(C(=O)N(C)CC(CCN2CCC(c3ccccc3[S+](C)[O-])CC2)c2ccc(Cl)c(Cl)c2)c2ccccc12,0.17,0.17207772,3.983338
C=C(C)C1CCC2(C(=O)NC(CO)(CO)CO)CCC3(C)C(CCC4C5(C)CCC(OC(C)=O)C(C)(C)C5CCC43C)C12,0.0,0.22922508,5.0860424
COc1ccc(N(CC(=O)N2CCOCC2)S(C)(=O)=O)c(OC)c1,0.0,0.7284628,2.1923656
COc1ccc(NC(=O)C2CC(=O)N(c3ccccc3C)C2)c(OC)c1,0.0,0.8962247,2.3533754
C[n+]1cccc(C#Cc2cn(C3OC(CO)C(O)C(O)C3O)c(=O)[nH]c2=O)c1,0.02,0.26684332,4.281203
CC(C)CC(=O)Nc1ccc(-c2nc3cc(Cl)ccc3o2)cc1,0.0,0.72166103,1.9364612
O=C(O)c1ccc(-c2nnc(-c3ccccc3)o2)cc1,0.0,0.787799,1.6844875
Nc1nc(NN=Cc2cccc(F)c2)nc2c1ncn2C1OC(CO)C(O)C1O,0.0,0.28166574,3.7376895
N#Cc1cc([N+](=O)[O-])ccc1-n1nc(-c2cccc(Cl)c2)n(Cc2ccco2)c1=S,0.0,0.24294463,2.7653046
CNC(=O)CN1CCC(NC(=O)N(C)Cc2c(C)noc2C)CC1,0.0,0.8228999,2.4256356
NS(=O)(=O)N1CCC(C(=O)Nc2cccc(OC(F)F)c2)CC1,0.0,0.83212495,2.1731267
O=C(O)Cn1ccc(=O)n(Cc2nc3cc(Cl)ccc3s2)c1=O,0.01,0.76648945,2.510929
Cc1cc(C)cc(OCC(O)CNC(C)C)c1,0.0,0.7953007,2.474471
CCN1CCN(c2ccc(F)cc2C(C)NCc2ccnn2C)CC1,0.1,0.87291104,2.8245459
O=C(CC1(O)CCC1)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,0.3,0.6687715,2.7720327
Cc1ccc(NC2CCN(C(=O)c3ccc(Cl)cc3)c3ccccc32)cc1,0.02,0.62118924,2.4400313
Nc1nc(N)c2c(n1)N(c1ccc(Cl)c(Cl)c1)c1ccc(Cl)cc1S2(=O)=O,0.04,0.45325375,2.9047582
COc1ccc(N)c([N+](=O)[O-])c1[N+](=O)[O-],0.0,0.45520216,2.4046845
CON=C(c1cc(C)on1)c1ccccc1COc1cc(C)ccc1C,0.0,0.4822975,2.501249
CC1(c2ccccc2)CCC(=O)N(CCN2CCOC2=O)C1,0.02,0.85475683,3.045688
O=C(C1CC1)N1CCN=C1SCc1cccc(C(F)(F)F)c1,0.0,0.8499659,2.4965935
CCN(CC)CC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,0.0,0.2885583,2.9098196
CC(=O)c1cc(F)c(Br)cc1NCC(=O)Nc1ccccc1C(=O)O,0.0,0.6348312,2.1429963
COc1ccc2nc(Cl)cc(Cl)c2c1,0.0,0.69597816,1.9508771
Cc1nc(Nc2cccc(CS(C)(=O)=O)c2)cc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)n1,0.0,0.20094052,2.8507419
CCc1c(-c2ccc(OC(C)=O)cc2)n(CC)c2ccc(OC(C)=O)cc12,0.0,0.48392302,2.312772
CC(c1ccc2c(c1)Cc1cc(F)ccc1-2)n1ccnc1,0.02,0.53701895,2.9086225
CCC(=O)Nc1ccc2cc3ccc(NC(=O)CC)cc3nc2c1,0.0,0.7111307,2.0092618
Cn1c(-c2ccco2)nc2cc3ccccc3cc21,0.0,0.5097359,2.145137
Nc1nc2ccccc2n1N=Cc1ccc(Br)cc1,0.0,0.7380215,2.287844
Cc1ccc(N2C(=O)C3C(C2=O)C2C=CC3C23CC3)c([N+](=O)[O-])c1,0.0,0.3623425,4.894384
COCCCNc1oc(-c2ccccc2F)nc1C#N,0.0,0.8206774,2.3706348
O=[N+]([O-])c1ccc(CCN2CCN(CCc3ccc4nonc4c3)CC2)cc1,0.15,0.45886812,2.300687
c1ccn(Nc2ccc(Nn3cccc3)cc2)c1,0.0,0.73220545,2.743258
O=C(Cn1c(=O)n(Cc2ccco2)c(=O)c2cccnc21)Nc1ccccc1F,0.0,0.5580524,2.2404673
S=C(Nc1ccccc1)Nc1ccc(OCc2ccccc2)cc1,0.0,0.63797385,1.5442274
CCN1CC2(COC(=O)c3ccccc3NC(=O)CCC(N)=O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,0.04,0.23349103,7.080956
CC(=O)C1C(c2cccc(F)c2)NC(=O)NC1(O)C(F)(F)F,0.0,0.7249524,3.5662844
CC(N)(CCC(=O)O)C(=O)O,0.0,0.52294856,2.7929804
O=C(Nc1cccc(C(F)(F)F)c1)OC1CN2CCC1CC2,0.0,0.91003096,3.4475558
CCN1CCC(n2cc(-c3nnc(-c4ccccc4)o3)nn2)CC1,0.21,0.73442745,2.4098616
CCN1CCN(C(=O)c2ccccc2NS(=O)(=O)c2ccc(Cl)cc2)CC1,0.0,0.8268583,1.8908677
COCc1cc(NC(=O)c2ccco2)cc(C2(C)CCSC(N)=N2)c1,0.0,0.854374,3.2177513
O=[N+]([O-])c1ccc(Cn2cc[nH]c2=S)cc1,0.0,0.50474274,2.3546255
CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,0.04,0.60502386,3.3214443
CCc1ccccc1N1CC23C=CC(O2)C(C(=O)OC)C3C1=O,0.0,0.6295518,4.763387
COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc(Cl)c(Cl)c2)N1,0.01,0.6587463,3.09774
COC(=O)c1c(OC(C)=O)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,0.0,0.3169925,2.6310225
CNC1(COc2cnc(Cl)c(Br)c2)CC1,0.03,0.8660743,2.9842145
Nc1ccccc1NC(=O)c1ccc(CNc2ncccn2)cc1,0.0,0.62877345,1.8881247
